X,y
16.24,438.1263999999999
-6.12,-207.4884
-5.28,75.1376
-10.73,103.74435
8.65,-7.601249999999993
-23.02,628.1706
17.45,432.34875
-7.61,122.10315
3.19,83.58914999999999
-2.49,153.06515
14.62,437.5766
-20.6,430.2800000000001
-3.22,-135.63739999999999
-3.84,122.74839999999999
11.34,390.25339999999994
-11.0,120.23
-1.72,55.2976
-8.78,-64.5874
0.42,-191.6554
5.83,-45.01165
-11.01,108.57515000000001
11.45,185.58875
9.02,131.60060000000001
5.02,7.2705999999999875
9.01,222.23515
-6.84,189.9884
-1.23,2.58435
-9.36,302.6544
-2.68,-61.0464
5.3,9.175000000000004
-6.92,87.37960000000001
-3.97,-24.733649999999997
-6.87,165.46035
-8.45,14.418750000000003
-6.71,177.32115
-0.13,19.990350000000003
-11.17,405.60835
2.34,-29.0066
16.6,452.17000000000013
7.42,124.12459999999999
-1.92,-218.2904
-8.88,148.43160000000003
-7.47,106.63635
16.92,500.57960000000014
0.51,-151.26485
-6.37,-115.08964999999999
1.91,71.81715
21.0,853.52
1.2,166.81
6.17,-9.841650000000001
3.0,-78.08
-3.52,-19.924400000000002
-11.43,-40.60764999999998
-3.49,-51.83485
-2.09,85.41715
5.87,236.69035000000002
8.39,163.87315
9.31,327.65915
2.86,64.3694
8.85,168.59875
-7.54,42.7474
12.53,299.04634999999996
5.13,32.940349999999995
-2.98,-10.1994
4.89,-12.206850000000003
-0.76,25.106399999999997
11.32,234.27360000000002
15.2,252.79999999999998
21.86,770.2293999999999
-13.96,158.8924
-14.44,58.41039999999998
-5.04,69.8524
1.6,166.31
8.76,383.7364
3.16,183.2784
-20.22,456.42260000000005
-3.06,121.8554
8.28,244.80759999999998
2.3,-181.79500000000002
7.62,200.89659999999998
-2.22,63.3426
-2.01,16.30515
1.87,41.65035
4.1,46.394999999999996
1.98,177.0006
1.19,-32.89085
-6.71,25.061149999999994
3.78,36.4026
1.22,35.0726
11.29,55.39114999999998
11.99,397.40515
1.85,35.228750000000005
-3.75,65.87875
-6.39,59.613150000000005
4.23,24.00435000000001
0.77,-30.935650000000003
-3.44,16.3204
0.44,18.0404
-6.2,152.49
6.98,133.12060000000002
-4.47,1.9763499999999983
12.25,467.62874999999997
4.03,-88.47364999999999
5.94,-59.30459999999999
-10.95,177.98875
1.69,-10.040849999999999
7.41,-68.16284999999999
-9.54,72.90739999999998
-2.66,-68.7666
0.33,115.42835
-13.73,173.58435000000003
3.15,131.96875
8.46,183.94740000000002
-8.6,61.21000000000001
3.51,33.885149999999996
-13.12,256.1516
-0.39,-230.93685000000002
-16.16,368.86839999999995
11.21,190.82115000000002
4.09,220.19715
-0.25,-68.91125
-7.75,178.22875
12.74,37.56140000000005
19.67,731.6683500000001
-18.58,481.40459999999996
12.36,248.7144
16.28,443.4476000000001
3.38,3.906600000000001
-11.99,216.97514999999999
8.63,129.50035000000005
-1.81,-179.19085
-6.04,16.0024
-12.3,408.355
5.51,70.50514999999999
7.93,152.16235
-6.24,-6.243600000000001
5.21,77.36115
-11.44,175.06039999999996
8.02,99.43059999999997
0.47,89.30635
-1.87,-92.60965
-1.02,-14.029399999999999
8.69,195.19914999999997
7.5,84.925
5.29,-60.898849999999996
1.38,64.5166
0.78,-93.5774
6.18,35.1886
2.32,-65.6164
6.83,83.80834999999999
-3.1,-38.37499999999999
-24.35,757.6987499999999
10.39,267.39315
21.87,971.25035
4.41,9.857150000000004
-1.0,51.27
-1.36,-36.5256
-1.19,8.84915
0.17,114.41835
-11.22,155.5926
-5.17,-58.551649999999995
-9.97,42.21635000000002
2.49,-42.654849999999996
-2.97,2.506350000000001
4.95,140.87875
-1.75,-136.41125
9.86,77.60939999999995
2.14,-77.0906
21.91,622.8171500000001
-18.96,606.4524
-6.47,37.50635
9.01,344.38515
25.28,905.6676
-2.49,131.00515
0.44,-67.3296
-2.26,-39.988600000000005
13.31,214.41914999999997
-2.87,-91.67965
6.8,-38.21000000000002
-3.2,26.79
-12.73,68.10435000000004
3.14,2.599400000000003
5.03,55.63635000000001
12.93,363.69235000000003
-1.1,9.004999999999999
-6.17,68.63835
5.63,119.69035
2.41,16.417150000000003
2.81,59.00915
-0.73,-98.72565
11.6,165.89
3.69,224.08915
19.05,610.85875
11.11,153.98314999999997
6.59,227.19715000000002
-16.27,325.44435
6.02,11.780599999999993
4.2,-102.74000000000001
8.11,205.99315
10.44,92.40039999999996
-4.01,-42.81485000000001
8.24,196.0964
-5.62,47.0666
19.55,634.08875
-13.32,199.1136
-17.61,519.12315
-16.51,575.1151500000001
-8.91,34.01715000000001
-11.19,206.54915
19.56,836.2303999999999
